date,open,high,low,close,adjusted close,volume,SMA,EMA,NextDayPred,Slopes,NextDayDecrease
2018-04-04,76.22403717041016,79.2259292602539,75.9345474243164,79.15040588378906,74.00489807128906,11538000,78.50746182032994,80.7171912413298,75.9629,-0.13292373739620147,1
2018-04-05,79.57835388183594,79.6727523803711,78.64065551757812,79.14411926269531,73.9990005493164,6481300,78.57704740251813,80.64045602285982,75.85803,-0.12222221018693531,1
2018-04-06,78.4015121459961,79.13153076171875,76.91000366210938,77.25613403320312,72.23375701904297,7077700,78.62029113769532,80.4753671453156,75.83028,-0.11796684493785296,1
2018-04-09,77.94210052490234,78.28193664550781,76.84078216552734,76.91629791259766,71.916015625,5649500,78.6613771711077,80.3017540120123,75.844,-0.11579755542015104,1
2018-04-10,78.06167602539062,78.23788452148438,76.98552703857422,77.38200378417969,72.3514404296875,6561200,78.70718318394252,80.15932717163021,75.85809,-0.11863128337544879,1
2018-04-11,76.94776916503906,77.5959701538086,76.7086181640625,77.06104278564453,72.05134582519531,4164600,78.7467408316476,80.00819134792359,75.85022,-0.12482426439864613,1
2018-04-12,77.4323501586914,77.94839477539062,77.27501678466797,77.56450653076172,72.52208709716797,5136100,78.78787182399205,79.88898721050106,75.80753,-0.12992209936525856,1
2018-04-13,77.90434265136719,78.0364990234375,76.6834487915039,77.22467041015625,72.204345703125,5512200,78.82477733067104,79.7590205373135,75.73611,-0.1371650373714116,1
2018-04-16,77.97357177734375,78.05538177490234,77.30648040771484,77.91693115234375,72.85160064697266,5573200,78.8643350328718,79.66916251853449,75.643654,-0.1429582526484166,1
2018-04-17,78.48961639404297,79.26368713378906,78.13089752197266,78.37004089355469,73.27526092529297,6679200,78.91036573137556,79.60579073195011,75.55028,-0.14012171188723754,1
2018-04-18,78.93014526367188,78.94273376464844,78.14348602294922,78.53996276855469,73.43412780761719,6561200,78.9556772504534,79.5537991239796,75.480865,-0.12583471906334376,1
2018-04-19,78.48332214355469,79.02454376220703,77.50157165527344,77.94210052490234,72.87512969970703,7665400,78.98566017150878,79.47517968012218,75.455025,-0.10893356638076099,1
2018-04-20,78.58401489257812,78.58401489257812,77.09251403808594,77.45751953125,72.42205047607422,8543800,79.01820531572615,79.37675723383573,75.471985,-0.09524334541319306,1
2018-04-23,77.48269653320312,77.72813415527344,77.09251403808594,77.69666290283203,72.6456527709961,5212800,79.05137983049666,79.29480141281117,75.51467,-0.08533467234637279,1
2018-04-24,79.60981750488281,80.11957550048828,76.02265930175781,76.84078216552734,71.84541320800781,12952700,79.07169810703823,79.1750931568461,75.567764,-0.07981615743363722,1
2018-04-25,76.9351806640625,77.40717315673828,75.12271881103516,76.43171691894531,71.46294403076172,7501500,79.08851013183593,79.041269925729,75.60622,-0.08005972773914583,1
2018-04-26,76.46318817138672,78.18753814697266,76.03524017333984,77.29389190673828,72.2690658569336,5698100,79.1118401663644,78.95603197358311,75.6058,-0.08838275720178339,1
2018-04-27,76.9603500366211,77.24983978271484,76.15481567382812,77.06733703613281,72.0572280883789,4609800,79.13112455095563,78.86390051321968,75.56708,-0.09634729393660696,1
2018-04-30,77.11138916015625,77.27501678466797,75.61359405517578,75.61359405517578,70.69800567626953,7058400,79.13975530351911,78.70534897868095,75.49701,-0.10179998795594261,1
2018-05-01,75.51919555664062,75.68282318115234,73.65638732910156,74.86469268798828,69.99779510498047,6588400,79.14123867579869,78.51799989133008,75.384674,-0.108371786452035,0
2018-05-02,74.86469268798828,75.39332580566406,74.37381744384766,74.57520294189453,69.72711944580078,4859300,79.14294684273857,78.32566833282102,75.21356,-0.11877832680018224,0
2018-05-03,73.95846557617188,74.60037994384766,72.6242904663086,74.07174682617188,69.25639343261719,8062700,79.14272210257394,78.11815996664302,74.97494,-0.13296776415497866,0
2018-05-04,73.90182495117188,75.61359405517578,73.41724395751953,75.21082305908203,70.3214111328125,10399300,79.14582377842494,77.97633865407906,74.66727,-0.14820461996737078,1
2018-05-07,75.37445068359375,76.44430541992188,75.31151580810547,76.07929229736328,71.13341522216797,4596500,79.15557834080288,77.88379980741,74.31925,-0.16007053053329875,1
2018-05-08,76.14852142333984,76.67086029052734,75.94713592529297,76.64569091796875,71.66299438476562,4867900,79.168074962071,77.82340425182751,73.979164,-0.1654444411135516,1
2018-05-09,77.0736312866211,77.5393295288086,76.65827941894531,77.47640228271484,72.43971252441406,5643800,79.18493194580078,77.80647732650493,73.6979,-0.15742514004799507,1
2018-05-10,77.69666290283203,78.21900939941406,77.40717315673828,78.09943389892578,73.02222442626953,3715700,79.20704830714635,77.82076789101326,73.522446,-0.13372031728027342,1
2018-05-11,77.99244689941406,78.60919189453125,77.74071502685547,78.33857727050781,73.24583435058594,4318100,79.22947932652065,77.84602688513495,73.48645,-0.10063553601088017,1
2018-05-14,78.28193664550781,79.06859588623047,78.21900939941406,78.65324401855469,73.54005432128906,7024000,79.2476848602295,77.88540333066763,73.60101,-0.06445750059828748,1
2018-05-15,78.2315902709961,78.50849914550781,77.69666290283203,78.38262939453125,73.28701782226562,5377900,79.2641372680664,77.90965826061219,73.85705,-0.029605690131680986,1
2018-05-16,78.68470764160156,78.71617126464844,78.10572814941406,78.52737426757812,73.42236328125,5861800,79.28679302760533,77.93979074875686,74.22167,-0.004483174685113773,1
2018-05-17,78.3448715209961,78.67841339111328,77.91063690185547,78.4203872680664,73.73597717285156,5290800,79.31205596923829,77.96323448140612,74.65268,0.01291956714239545,1
2018-05-18,78.40780639648438,78.9238510131836,78.14348602294922,78.785400390625,74.07918548583984,3670700,79.33570066179549,78.00334013551435,75.104034,0.023231265150466168,1
2018-05-21,79.27627563476562,80.76148223876953,79.27627563476562,80.58527374267578,75.77155303955078,7470000,79.37606746128627,78.12928811635149,75.54029,0.028522846855245514,1
2018-05-22,80.7174301147461,81.20201110839844,80.3272476196289,80.47199249267578,75.66503143310547,6296700,79.41220877511161,78.24356637861122,75.96253,0.0382123067812476,1
2018-05-23,79.82379150390625,80.3838882446289,79.35179138183594,80.28948974609375,75.49342346191406,6370100,79.44736115591867,78.34336751848842,76.372696,0.05127011595367446,1
2018-05-24,80.11328125,80.45941162109375,79.6727523803711,80.17620849609375,75.38690948486328,2916200,79.48008613586425,78.43277439544478,76.764435,0.06528437692420096,1
2018-05-25,80.20767974853516,80.35242462158203,79.62870025634766,79.943359375,75.16798400878906,2749100,79.50512433733259,78.50646146761821,77.12462,0.07912667220164636,1
2018-05-29,79.40213775634766,79.66016387939453,78.40780639648438,78.73505401611328,74.0318374633789,4411200,79.52328491210938,78.51761232364237,77.435555,0.08867565492147866,1
2018-05-30,78.93014526367188,79.70421600341797,78.82945251464844,79.4210205078125,74.67683410644531,4421500,79.5494019644601,78.5616810155531,77.66431,0.08817275634916215,1
2018-05-31,79.15670013427734,79.24480438232422,78.18124389648438,78.55255126953125,73.86023712158203,5430200,79.56769741603307,78.56123566208862,77.80024,0.08009642072265287,1
2018-06-01,79.25739288330078,79.64128112792969,78.842041015625,79.17558288574219,74.44605255126953,4258300,79.59255583626883,78.59120381934002,77.83349,0.062031279672672704,1
2018-06-04,79.54688262939453,80.06922912597656,79.30144500732422,79.4776611328125,74.7301025390625,5114900,79.62815775190082,78.63444563950942,77.777115,0.04667468475537592,1
2018-06-05,79.31403350830078,79.81749725341797,78.75393676757812,79.26368713378906,74.52890014648438,3450100,79.66340005057198,78.66514034654746,77.6585,0.03616768145172771,1
2018-06-06,79.65386962890625,79.81120300292969,79.20075225830078,79.81120300292969,75.04370880126953,4674200,79.70722814287458,78.72104584198074,77.503746,0.02960490060480242,1
2018-06-07,79.81749725341797,80.34613037109375,79.81120300292969,80.28948974609375,75.49342346191406,3993900,79.74669592721122,78.79755530071796,77.34434,0.029618961478375384,1
2018-06-08,79.88042449951172,80.35871887207031,79.77344512939453,80.3083724975586,75.51118469238281,4388500,79.7918276650565,78.87125370056384,77.21243,0.03704024815729821,1
2018-06-11,80.2706069946289,80.93769836425781,80.26432037353516,80.6607894897461,75.8425521850586,6155900,79.8380381992885,78.95854812930445,77.12927,0.044866997180742024,1
2018-06-12,80.9439926147461,81.03209686279297,80.14474487304688,80.45941162109375,75.6531982421875,3989600,79.88892375401088,79.03176098256246,77.108536,0.05626989471057628,1
2018-06-13,80.51604461669922,80.65450286865234,79.82379150390625,79.88671875,75.11470794677734,4458800,79.93639292035785,79.07346623951064,77.14845,0.06427692990855507,1
2018-06-14,80.1384506225586,80.39018249511719,79.4776611328125,79.88671875,75.11470794677734,6260800,79.98089528764997,79.11313709368085,77.22858,0.0677672933559524,1
2018-06-15,79.90560150146484,80.15733337402344,78.9804916381836,79.86784362792969,75.09696960449219,11852000,80.02665634155274,79.14995204657104,77.32558,0.0677141749030582,1
2018-06-18,79.64128112792969,80.29578399658203,79.34549713134766,80.23284912109375,75.440185546875,6185000,80.07421542576381,79.20277629410874,77.41937,0.06262027222672314,1
2018-06-19,79.94965362548828,79.94965362548828,78.49591064453125,78.69729614257812,73.996337890625,9243000,80.10986230032785,79.1781187257414,77.50199,0.056375128974387984,1
2018-06-20,78.97419738769531,79.1126480102539,78.4581527709961,78.89238739013672,74.17976379394531,6264900,80.14425054277693,79.16418061180947,77.54673,0.04480285769596144,1
2018-06-21,78.77910614013672,78.77910614013672,77.52045440673828,77.7092514038086,73.06731414794922,7310300,80.1681649344308,79.09320845532163,77.53841,0.030904300120410788,1
2018-06-22,78.36375427246094,78.75393676757812,78.10572814941406,78.58401489257812,73.88983154296875,6050900,80.18353849138532,79.0683697449439,77.456184,0.013469920411043354,1
2018-06-25,77.91063690185547,78.52737426757812,77.67778778076172,78.4203872680664,73.73597717285156,10027000,80.20372189113073,79.03676084363279,77.30753,-0.0013963157906567534,1
2018-06-26,78.65953063964844,79.5028305053711,78.14348602294922,79.06859588623047,74.34547424316406,8867500,80.22889496939523,79.03831377254,77.10981,-0.015299843913876775,1
2018-06-27,79.54058837890625,80.15733337402344,78.25047302246094,78.2630615234375,73.58804321289062,8265500,80.2471904209682,79.00049658965695,76.8954,-0.02394957463663675,1
2018-06-28,78.05538177490234,78.672119140625,77.7092514038086,78.41410064697266,73.73006439208984,5215800,80.26247411455427,78.97189190952601,76.682274,-0.03002477038186932,1
2018-06-29,78.57772064208984,79.57205963134766,78.55255126953125,78.68470764160156,73.98451232910156,6055500,80.27429646083287,78.95788292084677,76.48529,-0.029265485403883965,1
2018-07-02,77.9546890258789,78.69100189208984,77.47010803222656,78.68470764160156,73.98451232910156,6706600,80.28427576337542,78.94455729746895,76.31908,-0.026818251222270433,1
2018-07-03,79.21334075927734,79.90560150146484,78.51478576660156,78.615478515625,73.91941833496094,3918400,80.29155796595983,78.92850467396435,76.193184,-0.021731145364974537,1
2018-07-05,79.24480438232422,79.24480438232422,77.80994415283203,78.63436126708984,73.93717193603516,5456900,80.29816589355468,78.91415621509243,76.11009,-0.020356791224837183,1
2018-07-06,78.57142639160156,79.20075225830078,78.10572814941406,78.91755676269531,74.20345306396484,3665300,80.30311061314174,78.9143220954633,76.067535,-0.01891791378456833,1
2018-07-09,79.30144500732422,79.9181900024414,79.17558288574219,79.72309875488281,74.96086883544922,5400500,80.31623660496302,78.95377461543498,76.06411,-0.01718013026693478,1
2018-07-10,79.82379150390625,80.6607894897461,79.64757537841797,79.96224212646484,75.18572235107422,5083000,80.32023735046387,79.00296815255838,76.10792,-0.00907304322184153,1
2018-07-11,79.18187713623047,79.18187713623047,78.1749496459961,78.5903091430664,73.89574432373047,5806000,80.31201117379325,78.98283844477828,76.205315,0.0010945013009373953,1
2018-07-12,79.26998138427734,80.23284912109375,78.67841339111328,80.14474487304688,75.35733032226562,7329700,80.3145734514509,79.03951680713284,76.3326,0.006460936282745508,1
2018-07-13,80.2706069946289,81.7117691040039,80.11328125,81.50408935546875,76.6354751586914,7378000,80.32585634504046,79.15973985827118,76.486374,0.014788973262935538,1
2018-07-16,81.5229721069336,82.00125885009766,81.04468536376953,81.17054748535156,76.32185363769531,6454300,80.33336328778948,79.25782803520194,76.68442,0.029764188516884945,1
2018-07-17,81.2964096069336,82.44178771972656,81.2964096069336,82.25928497314453,77.34556579589844,7483700,80.34900654384069,79.40424056876012,76.9312,0.04607010026332859,1
2018-07-18,82.44808197021484,83.47388458251953,82.39144134521484,82.87602233886719,77.92544555664062,5969200,80.36945964268276,79.57359577705803,77.23561,0.0651986891833986,1
2018-07-19,82.65576171875,82.78791809082031,81.98237609863281,82.03901672363281,77.13844299316406,4090200,80.3819562639509,79.69386021347631,77.603134,0.08678930993784963,1
2018-07-20,81.7935791015625,82.42919921875,81.7369384765625,81.97608184814453,77.07927703857422,5109900,80.39157594953265,79.80518809809428,78.01048,0.10693203035281193,1
2018-07-23,81.74323272705078,81.89427185058594,81.101318359375,81.41598510742188,76.5526351928711,6132900,80.39966730390276,79.88376356196392,78.4234,0.12400172493866352,1
2018-07-24,81.27753448486328,84.53744506835938,80.74260711669922,84.48080444335938,79.43438720703125,12897900,80.42699802943639,80.10800945861736,78.79902,0.12636214554826372,1
2018-07-25,84.05286407470703,84.9465103149414,83.38578033447266,84.80176544189453,79.73616027832031,8814900,80.44817041669573,80.33697316511868,79.1535,0.13203180786492968,1
2018-07-26,84.90874481201172,86.00377655029297,84.4178695678711,85.48773193359375,80.38116455078125,9750800,80.47239952087402,80.58822969041015,79.510635,0.1442225190242793,1
2018-07-27,85.90308380126953,85.90308380126953,84.54373931884766,84.6633071899414,79.60598754882812,6031800,80.48570523943219,80.78701395867996,79.89353,0.15983135703746057,1
2018-07-30,84.8583984375,84.98426818847656,83.700439453125,83.76337432861328,78.75981140136719,5871900,80.48696392604283,80.93220226940842,80.2937,0.17601637802083991,1
2018-07-31,84.37381744384766,85.5506591796875,84.32976531982422,85.42479705810547,80.32198333740234,8112400,80.49357185363769,81.15135323471071,80.67423,0.18952244983682254,1
2018-08-01,84.60667419433594,85.8023910522461,84.60667419433594,84.89616394042969,79.8249282836914,5982700,80.49357185363769,81.33402692767261,81.02629,0.20182880379782514,1
2018-08-02,84.31717681884766,84.75770568847656,83.93328857421875,84.40528869628906,79.36337280273438,3547900,80.48966108049665,81.4838445749222,81.33597,0.20658373835197164,1
2018-08-03,84.78288269042969,84.78288269042969,83.83259582519531,84.26054382324219,79.2272720336914,3093100,80.47756903512138,81.61929331874269,81.583954,0.1958413520301595,1
2018-08-06,84.12837982177734,84.40528869628906,83.61233520507812,84.29200744628906,79.2568588256836,3091800,80.4774341583252,81.7496696176474,81.7555,0.18231554012153267,1
2018-08-07,84.3927001953125,84.87728118896484,84.13467407226562,84.63813781738281,79.58230590820312,3491600,80.47774881635394,81.89057050543937,81.84657,0.16820329643426885,1
2018-08-08,84.65072631835938,84.9150390625,84.3927001953125,84.7765884399414,79.71248626708984,2900700,80.47819835117885,82.03135186809801,81.86861,0.1591175055697051,1
2018-08-09,85.1667709350586,85.95343017578125,84.36123657226562,84.48080444335938,79.43438720703125,5203600,80.47073631286621,82.15083735957417,81.84082,0.15205369474066968,1
2018-08-10,84.04027557373047,84.17243194580078,83.25361633300781,83.76337432861328,78.75981140136719,3825600,80.46125144958496,82.22949769952729,81.777954,0.1408758055550987,1
2018-08-13,83.72561645507812,84.0276870727539,82.81938171386719,83.18439483642578,78.21540832519531,4015700,80.44394498552595,82.27607804766868,81.68139,0.13071828407262615,1
2018-08-14,83.5053482055664,83.700439453125,83.05852508544922,83.33543395996094,78.35742950439453,5073300,80.42929066249303,82.32775394582927,81.544655,0.11834453335221672,1
2018-08-15,83.07111358642578,83.0962905883789,81.56702423095703,82.91378021240234,77.96095275878906,7253600,80.40231949942452,82.35634059297918,81.37037,0.10389920968395629,1
2018-08-16,83.3165512084961,84.07174682617188,83.3165512084961,83.8955307006836,79.30542755126953,6771300,80.38132694789341,82.43142303725745,81.16172,0.08625539176115837,1
2018-08-17,84.15355682373047,84.8332290649414,83.88294219970703,84.60667419433594,79.9776611328125,6773200,80.3713026864188,82.53753284979787,80.944244,0.07128858873856066,1
2018-08-20,84.93392181396484,85.22970581054688,84.62554931640625,85.04720306396484,80.39408111572266,8489000,80.36518925258092,82.65995578707431,80.75543,0.0640285695099024,1
2018-08-21,85.21082305908203,85.88420104980469,85.21082305908203,85.57583618164062,80.89379119873047,3551700,80.35606400626047,82.80219385510193,80.630684,0.06665031380678803,1
2018-08-22,84.99685668945312,85.01573181152344,83.8388900756836,83.85147857666016,79.26377868652344,5965200,80.3332284109933,82.85337847566575,80.59782,0.07896048740755865,1
2018-08-23,84.02140045166016,84.02140045166016,83.19697570800781,83.46129608154297,78.89494323730469,5603100,80.32428300040108,82.88303299302561,80.63656,0.08845545163295326,1
2018-08-24,83.45500183105469,83.98992919921875,83.45500183105469,83.92699432373047,79.33516693115234,4575600,80.35179356166294,82.93395793598683,80.709335,0.09055807303114854,1
2018-08-27,84.49339294433594,85.39962005615234,84.41158294677734,85.18565368652344,80.52495574951172,4819500,80.37674189976283,83.04379675308617,80.78982,0.08798983482768073,1
2018-08-28,85.58841705322266,85.8023910522461,84.52485656738281,84.6444320678711,80.01334381103516,3571900,80.38811476571219,83.1218765245391,80.88124,0.08320425809717978,1
2018-08-29,85.03461456298828,85.03461456298828,84.0088119506836,84.09062194824219,79.48983764648438,6034700,80.41571524483817,83.16913239886608,80.98078,0.07660187277693255,1
2018-08-30,83.8955307006836,84.01510620117188,83.2032699584961,83.44241333007812,78.87709045410156,4610800,80.44969885689872,83.18246317599838,81.074844,0.06886701672560266,1
2018-08-31,83.1466293334961,83.42353820800781,82.43549346923828,82.88231658935547,78.34764099121094,4381600,80.46911806379046,83.16782187908898,81.14067,0.06032171754662759,1
2018-09-04,83.0396499633789,83.0396499633789,82.14600372314453,83.0081787109375,78.46661376953125,4653300,80.49667358398438,83.16003440747183,81.15401,0.053355451177579734,1
2018-09-05,82.7564468383789,83.65638732910156,82.49213409423828,83.5619888305664,78.99011993408203,4185100,80.52400436401368,83.17964194030571,81.10582,0.042518866186882935,1
2018-09-06,83.86406707763672,84.7010726928711,83.54940032958984,84.0276870727539,79.43035125732422,5728300,80.53982740129743,83.22100999554709,81.009476,0.02919218027312534,1
2018-09-07,83.7822494506836,83.870361328125,82.41032409667969,83.07740783691406,78.53206634521484,5056800,80.55218920026506,83.21400501219914,80.89274,0.01770695839246582,1
2018-09-10,83.6186294555664,84.48709869384766,83.6186294555664,84.10950469970703,79.50768280029297,6670300,80.5845096043178,83.25768792378489,80.7661,0.010571859742023773,1
2018-09-11,84.10321044921875,84.32976531982422,83.17180633544922,84.0843276977539,79.48387908935547,3257400,80.60406368800572,83.29801181519801,80.653244,0.011390115924331501,1
2018-09-12,83.92699432373047,84.6444320678711,83.813720703125,84.26054382324219,79.65045928955078,5549700,80.60545719691686,83.34496459607821,80.57204,0.017398221039286135,1
2018-09-13,84.5059814453125,85.30522155761719,84.31717681884766,85.28634643554688,80.6201400756836,4450700,80.61611082894461,83.43966614922303,80.53438,0.025678797912437084,1
2018-09-14,85.39332580566406,86.82819366455078,85.39332580566406,86.72120666503906,81.97649383544922,8720400,80.62658462524413,83.599741296336,80.55975,0.03641337906737611,1
2018-09-17,86.73379516601562,87.35053253173828,86.4946517944336,86.69603729248047,81.95270538330078,7567100,80.64389114379883,83.75078012541623,80.67915,0.05318070123383185,1
2018-09-18,86.83448791503906,88.31340789794922,86.50724029541016,87.8414077758789,83.0354232788086,6855100,80.66564783368791,83.95032293763391,80.90346,0.07416618794003559,1
2018-09-19,87.57709503173828,88.65324401855469,87.57080078125,88.4203872680664,83.58271789550781,6344400,80.71149875095912,84.1683748561916,81.24033,0.10261400574713371,1
2018-09-20,89.0560073852539,89.7482681274414,88.672119140625,89.26998138427734,84.38583374023438,6158600,80.76503644670758,84.41723371122018,81.685394,0.13111768897801915,1
2018-09-21,90.42164611816406,90.7174301147461,89.23222351074219,89.41472625732422,84.52265167236328,11648400,80.81165155683244,84.66101383542038,82.22785,0.16231683055994733,1
2018-09-24,89.24480438232422,89.99370574951172,88.0113296508789,88.31969451904297,83.48754119873047,4023800,80.85089454650878,84.83948606388977,82.840614,0.1905431663948249,1
2018-09-25,88.22529602050781,88.57142639160156,87.72813415527344,87.92322540283203,83.11274719238281,5196600,80.89036233084542,84.98991237310646,83.464066,0.2062204139769002,1
2018-09-26,87.86029052734375,88.50220489501953,87.39458465576172,87.82882690429688,83.02352142333984,3763300,80.92767241341727,85.12839600877429,84.03263,0.20899593783510484,1
2018-09-27,88.11202239990234,88.52737426757812,87.28131103515625,87.90434265136719,83.09490966796875,2917800,80.95289045061384,85.26380804012028,84.49535,0.20355204890671633,1
2018-09-28,87.88545989990234,88.12460327148438,87.55821228027344,87.98615264892578,83.1722412109375,3935300,80.99024549211775,85.3966053381108,84.82582,0.18917868683863232,1
2018-10-01,88.82945251464844,89.0560073852539,88.26934814453125,88.68470764160156,83.83256530761719,5268900,81.03865868704659,85.55700057242743,85.02115,0.1712268791334929,1
2018-10-02,88.7035903930664,89.60981750488281,88.4770278930664,89.01824951171875,84.14787292480469,5877800,81.0920166015625,85.72584198410017,85.10675,0.1555687512650144,1
2018-10-03,89.34549713134766,89.4210205078125,88.60919189453125,88.74764251708984,83.89205932617188,5461700,81.14492498125348,85.87324688814844,85.119804,0.14758167273578293,1
2018-10-04,88.79798889160156,89.33291625976562,87.67149353027344,88.35116577148438,83.51727294921875,5409200,81.19913700648716,85.9941209800185,85.08905,0.14684029540153454,1
2018-10-05,88.35116577148438,88.64065551757812,87.23096466064453,87.51416015625,82.72605895996094,4578200,81.25244996207101,86.0682692325176,85.02939,0.14643109180371813,1
2018-10-08,87.49527740478516,87.87916564941406,86.48835754394531,87.84770202636719,83.0413589477539,5042600,81.3083251953125,86.15507083221758,84.936646,0.14082670627951202,1
2018-10-09,87.64631652832031,88.07425689697266,85.39332580566406,85.51290130615234,80.83429718017578,7576600,81.34824245997838,86.12374548948269,84.81468,0.13161815647067523,1
2018-10-10,85.09754943847656,85.17306518554688,82.46695709228516,82.51730346679688,78.0025863647461,9112500,81.37993354797364,85.94782148837605,84.63218,0.10986295471043035,0
2018-10-11,82.35997772216797,83.41094970703125,80.87476348876953,81.41598510742188,76.96154022216797,12920300,81.41166959490094,85.72675629906121,84.322845,0.0672010002768959,0
2018-10-12,82.56135559082031,83.13404846191406,80.31466674804688,81.5796127319336,77.11621856689453,8156400,81.42511024475098,85.52445661285985,83.83885,0.010177956356638278,0
2018-10-15,81.7117691040039,82.76903533935547,81.29012298583984,82.0201416015625,77.53263092041016,5177100,81.44781096322195,85.35351441718682,83.1821,-0.049655046511506644,0
2018-10-16,82.36626434326172,83.4487075805664,81.57331848144531,83.3920669555664,78.82950592041016,5576900,81.48404219491141,85.25783405320533,82.4001,-0.10314495998438258,1
2018-10-17,83.16551208496094,83.46759033203125,81.5229721069336,81.85651397705078,77.37796783447266,5924500,81.50314674377441,85.09191600070999,81.58191,-0.13928285892289638,1
2018-10-18,81.56072998046875,82.29704284667969,80.61044311523438,81.14537811279297,76.70573425292969,5420000,81.52769050598144,84.89940195739696,80.78911,-0.16377216549652135,1
2018-10-19,80.86217498779297,81.71806335449219,80.29578399658203,80.98175048828125,76.55106353759766,7269100,81.54463735307966,84.708297007684,80.05854,-0.17175763209726896,1
2018-10-22,80.98175048828125,81.17684173583984,79.10635375976562,79.54688262939453,75.19469451904297,8711200,81.54746932983399,84.45652069654793,79.41303,-0.16912791992376444,1
2018-10-23,79.13782501220703,82.46695709228516,78.60919189453125,81.8250503540039,77.34822845458984,11171600,81.56661883762905,84.32815628959456,78.845024,-0.1726274128016311,1
2018-10-24,81.95720672607422,82.6242904663086,76.62051391601562,76.8218994140625,72.6187973022461,13442400,81.56351716177804,83.96199741761738,78.380875,-0.17500233388010858,0
2018-10-25,77.65890502929688,78.96790313720703,77.06104278564453,78.2882308959961,74.00491333007812,7501300,81.57331668308802,83.68522831900171,77.96603,-0.19626546044329599,1
2018-10-26,77.39458465576172,78.69729614257812,76.5135269165039,77.55191802978516,73.30887603759766,7456500,81.57453035627093,83.38604245123504,77.57371,-0.22170650439798167,0
2018-10-29,78.57142639160156,78.95531463623047,75.00943756103516,76.20516204833984,72.03581237792969,7856300,81.56841692243303,83.03575560231333,77.18439,-0.24261007399346612,0
2018-10-30,76.19257354736328,77.28131103515625,75.77092742919922,77.16802978515625,72.94599914550781,7725400,81.56558494567871,82.74952507464714,76.77433,-0.2659146818148154,1
2018-10-31,78.08684539794922,78.94273376464844,77.67778778076172,78.16866302490234,73.89189147949219,9773100,81.57232775006976,82.52606838929373,76.351265,-0.2847421382871851,1
2018-11-01,79.10635375976562,80.51604461669922,78.70987701416016,80.28948974609375,75.89666748046875,8884500,81.58927459716797,82.41696699206446,75.95117,-0.29147897070471046,1
2018-11-02,81.08873748779297,81.5796127319336,79.43360900878906,80.1950912475586,75.80744934082031,9839200,81.60231067112514,82.30858280940564,75.64236,-0.28232579531325863,1
2018-11-05,80.22655487060547,80.47199249267578,79.57835388183594,80.0818099975586,75.70035552978516,8702900,81.61332386561803,82.1999597454131,75.47528,-0.24739716197213824,1
2018-11-06,80.11328125,80.6356201171875,79.71051025390625,80.51604461669922,76.11083221435547,5171000,81.63170918055943,82.11781754401241,75.469246,-0.2126666754805499,1
2018-11-07,81.17684173583984,82.38514709472656,80.5789794921875,82.1585922241211,77.66352081298828,8579300,81.66528827122279,82.1198065527982,75.62161,-0.1724819265239801,1
2018-11-08,82.37885284423828,83.04594421386719,82.0453109741211,82.65576171875,78.13348388671875,7543700,81.7007104056222,82.14595070723487,75.93313,-0.126867751358082,1
